2 7 11 16 20 24 28 36:2.81987:0.162598 0.738693 0.303978 0.258846 0.315625 0.353732 0.65057 0.035828
4 6 12 17 20 25 28 35:2.639977:0.046457 1.0 0.204313 0.091511 0.315625 0.271469 0.65057 0.060032
5 10 15 18 22 27 31 36:1.264809:0.023228 0.477387 0.149497 0.070594 0.027235 0.189205 0.291835 0.035828
5 10 12 19 22 26 31 37:1.315783:0.023228 0.477387 0.204313 0.047063 0.027235 0.222111 0.291835 0.022611
2 6 11 16 20 23 28 34:3.454923:0.162598 1.0 0.303978 0.258846 0.315625 0.666332 0.65057 0.096974
5 10 13 19 22 26 31 34:1.370213:0.023228 0.477387 0.18438 0.047063 0.027235 0.222111 0.291835 0.096974
1 7 15 19 21 25 32 37:1.93129:0.394881 0.738693 0.149497 0.047063 0.055962 0.271469 0.251114 0.022611
1 9 15 16 20 27 32 37:2.129518:0.394881 0.547739 0.149497 0.258846 0.315625 0.189205 0.251114 0.022611
1 7 12 19 21 23 32 33:2.731287:0.394881 0.738693 0.204313 0.047063 0.055962 0.666332 0.251114 0.372929
3 6 11 16 20 23 28 35:3.348296:0.092913 1.0 0.303978 0.258846 0.315625 0.666332 0.65057 0.060032
5 9 13 16 20 26 30 34:1.975642:0.023228 0.547739 0.18438 0.258846 0.315625 0.222111 0.326739 0.096974
4 6 12 16 20 26 28 36:2.73375:0.046457 1.0 0.204313 0.258846 0.315625 0.222111 0.65057 0.035828
3 9 11 18 21 24 28 37:2.098099:0.092913 0.547739 0.303978 0.070594 0.055962 0.353732 0.65057 0.022611
5 8 12 16 20 26 30 34:2.075977:0.023228 0.628141 0.204313 0.258846 0.315625 0.222111 0.326739 0.096974
4 7 14 18 20 25 29 33:2.351688:0.046457 0.738693 0.16943 0.070594 0.315625 0.271469 0.366491 0.372929
1 8 15 18 20 26 30 37:2.130199:0.394881 0.628141 0.149497 0.070594 0.315625 0.222111 0.326739 0.022611
3 8 15 16 20 27 32 37:1.907952:0.092913 0.628141 0.149497 0.258846 0.315625 0.189205 0.251114 0.022611
2 7 12 16 20 24 28 35:2.744409:0.162598 0.738693 0.204313 0.258846 0.315625 0.353732 0.65057 0.060032
4 9 15 18 21 25 29 33:1.881138:0.046457 0.547739 0.149497 0.070594 0.055962 0.271469 0.366491 0.372929
3 7 12 17 21 25 30 37:1.804211:0.092913 0.738693 0.204313 0.091511 0.055962 0.271469 0.326739 0.022611
4 9 12 19 21 24 29 35:1.681789:0.046457 0.547739 0.204313 0.047063 0.055962 0.353732 0.366491 0.060032
5 9 15 16 20 26 32 36:1.803988:0.023228 0.547739 0.149497 0.258846 0.315625 0.222111 0.251114 0.035828
4 9 15 17 22 24 31 34:1.60498:0.046457 0.547739 0.149497 0.091511 0.027235 0.353732 0.291835 0.096974
2 6 14 18 20 23 30 35:2.77135:0.162598 1.0 0.16943 0.070594 0.315625 0.666332 0.326739 0.060032
2 6 11 17 20 23 28 33:3.563543:0.162598 1.0 0.303978 0.091511 0.315625 0.666332 0.65057 0.372929
5 6 14 16 20 26 30 35:2.376011:0.023228 1.0 0.16943 0.258846 0.315625 0.222111 0.326739 0.060032
4 7 13 18 20 25 31 35:1.979085:0.046457 0.738693 0.18438 0.070594 0.315625 0.271469 0.291835 0.060032
1 9 11 16 20 24 32 34:2.522889:0.394881 0.547739 0.303978 0.258846 0.315625 0.353732 0.251114 0.096974
3 8 12 17 20 24 28 35:2.396837:0.092913 0.628141 0.204313 0.091511 0.315625 0.353732 0.65057 0.060032
3 8 11 16 20 23 28 33:3.289334:0.092913 0.628141 0.303978 0.258846 0.315625 0.666332 0.65057 0.372929
3 6 11 16 20 23 28 33:3.661193:0.092913 1.0 0.303978 0.258846 0.315625 0.666332 0.65057 0.372929
5 6 14 17 20 26 29 37:2.211007:0.023228 1.0 0.16943 0.091511 0.315625 0.222111 0.366491 0.022611
1 7 12 18 20 23 28 34:3.137982:0.394881 0.738693 0.204313 0.070594 0.315625 0.666332 0.65057 0.096974
4 9 15 16 20 26 32 34:1.888363:0.046457 0.547739 0.149497 0.258846 0.315625 0.222111 0.251114 0.096974
3 8 14 18 21 25 30 37:1.637859:0.092913 0.628141 0.16943 0.070594 0.055962 0.271469 0.326739 0.022611
5 7 13 19 20 27 31 33:2.162958:0.023228 0.738693 0.18438 0.047063 0.315625 0.189205 0.291835 0.372929
3 7 13 17 20 24 32 35:2.088:0.092913 0.738693 0.18438 0.091511 0.315625 0.353732 0.251114 0.060032
5 9 13 18 21 27 31 33:1.735872:0.023228 0.547739 0.18438 0.070594 0.055962 0.189205 0.291835 0.372929
2 7 13 17 20 24 29 33:2.585959:0.162598 0.738693 0.18438 0.091511 0.315625 0.353732 0.366491 0.372929
2 6 11 16 20 23 28 34:3.454923:0.162598 1.0 0.303978 0.258846 0.315625 0.666332 0.65057 0.096974
4 8 14 16 22 26 30 35:1.738991:0.046457 0.628141 0.16943 0.258846 0.027235 0.222111 0.326739 0.060032
5 6 14 19 20 26 32 34:2.125545:0.023228 1.0 0.16943 0.047063 0.315625 0.222111 0.251114 0.096974
4 9 13 16 20 27 28 34:2.289796:0.046457 0.547739 0.18438 0.258846 0.315625 0.189205 0.65057 0.096974
3 9 15 17 20 23 28 37:2.536798:0.092913 0.547739 0.149497 0.091511 0.315625 0.666332 0.65057 0.022611
4 9 13 18 22 26 31 34:1.487325:0.046457 0.547739 0.18438 0.070594 0.027235 0.222111 0.291835 0.096974
3 6 12 18 20 24 30 33:2.736845:0.092913 1.0 0.204313 0.070594 0.315625 0.353732 0.326739 0.372929
2 6 11 17 21 23 28 35:2.990983:0.162598 1.0 0.303978 0.091511 0.055962 0.666332 0.65057 0.060032
4 6 11 18 20 24 29 35:2.516909:0.046457 1.0 0.303978 0.070594 0.315625 0.353732 0.366491 0.060032
2 8 15 19 22 25 32 35:1.597149:0.162598 0.628141 0.149497 0.047063 0.027235 0.271469 0.251114 0.060032
2 10 13 16 20 26 32 37:1.894672:0.162598 0.477387 0.18438 0.258846 0.315625 0.222111 0.251114 0.022611
2 10 12 16 20 23 29 33:2.824521:0.162598 0.477387 0.204313 0.258846 0.315625 0.666332 0.366491 0.372929
1 9 15 16 20 23 28 34:3.080464:0.394881 0.547739 0.149497 0.258846 0.315625 0.666332 0.65057 0.096974
2 6 13 17 20 24 29 34:2.571311:0.162598 1.0 0.18438 0.091511 0.315625 0.353732 0.366491 0.096974
3 6 12 16 20 25 32 37:2.416891:0.092913 1.0 0.204313 0.258846 0.315625 0.271469 0.251114 0.022611
2 9 11 18 22 23 29 37:2.167578:0.162598 0.547739 0.303978 0.070594 0.027235 0.666332 0.366491 0.022611
2 7 16 20 25 28 33:2.77073:0.162598 0.738693 0.258846 0.315625 0.271469 0.65057 0.372929
4 9 11 18 21 26 29 34:1.710306:0.046457 0.547739 0.303978 0.070594 0.055962 0.222111 0.366491 0.096974
3 6 11 18 20 24 31 35:2.488709:0.092913 1.0 0.303978 0.070594 0.315625 0.353732 0.291835 0.060032
1 7 15 17 20 24 31 34:2.432748:0.394881 0.738693 0.149497 0.091511 0.315625 0.353732 0.291835 0.096974
3 10 13 18 21 24 30 33:1.934636:0.092913 0.477387 0.18438 0.070594 0.055962 0.353732 0.326739 0.372929
5 10 12 17 22 27 31 36:1.340542:0.023228 0.477387 0.204313 0.091511 0.027235 0.189205 0.291835 0.035828
2 6 14 18 20 24 30 33:2.771647:0.162598 1.0 0.16943 0.070594 0.315625 0.353732 0.326739 0.372929
4 6 12 16 20 24 31 35:2.53084:0.046457 1.0 0.204313 0.258846 0.315625 0.353732 0.291835 0.060032
5 10 11 18 22 26 30 36:1.4871:0.023228 0.477387 0.303978 0.070594 0.027235 0.222111 0.326739 0.035828
4 9 15 16 20 27 30 36:1.869936:0.046457 0.547739 0.149497 0.258846 0.315625 0.189205 0.326739 0.035828
4 8 14 16 20 26 31 34:2.029419:0.046457 0.628141 0.16943 0.258846 0.315625 0.222111 0.291835 0.096974
4 6 11 16 20 24 31 36:2.606301:0.046457 1.0 0.303978 0.258846 0.315625 0.353732 0.291835 0.035828
4 7 12 17 20 23 29 35:2.489454:0.046457 0.738693 0.204313 0.091511 0.315625 0.666332 0.366491 0.060032
4 7 14 16 20 23 28 34:2.942927:0.046457 0.738693 0.16943 0.258846 0.315625 0.666332 0.65057 0.096974
1 10 14 19 21 24 32 37:1.77218:0.394881 0.477387 0.16943 0.047063 0.055962 0.353732 0.251114 0.022611
4 8 12 19 20 24 31 34:1.98414:0.046457 0.628141 0.204313 0.047063 0.315625 0.353732 0.291835 0.096974
3 7 14 18 21 24 30 35:1.868095:0.092913 0.738693 0.16943 0.070594 0.055962 0.353732 0.326739 0.060032
4 9 14 16 20 27 29 33:2.266722:0.046457 0.547739 0.16943 0.258846 0.315625 0.189205 0.366491 0.372929
1 8 14 16 20 24 30 34:2.544368:0.394881 0.628141 0.16943 0.258846 0.315625 0.353732 0.326739 0.096974
2 6 11 19 21 24 32 36:2.210275:0.162598 1.0 0.303978 0.047063 0.055962 0.353732 0.251114 0.035828
3 8 13 18 21 25 32 35:1.614605:0.092913 0.628141 0.18438 0.070594 0.055962 0.271469 0.251114 0.060032
2 8 11 19 21 24 30 34:1.975187:0.162598 0.628141 0.303978 0.047063 0.055962 0.353732 0.326739 0.096974
2 8 15 17 21 26 31 35:1.661687:0.162598 0.628141 0.149497 0.091511 0.055962 0.222111 0.291835 0.060032
1 7 15 16 20 27 29 37:2.435849:0.394881 0.738693 0.149497 0.258846 0.315625 0.189205 0.366491 0.022611
4 10 13 16 22 26 29 35:1.642939:0.046457 0.477387 0.18438 0.258846 0.027235 0.222111 0.366491 0.060032
5 8 11 16 20 26 30 37:2.101279:0.023228 0.628141 0.303978 0.258846 0.315625 0.222111 0.326739 0.022611
3 10 12 19 22 25 31 35:1.472247:0.092913 0.477387 0.204313 0.047063 0.027235 0.271469 0.291835 0.060032
5 6 14 18 20 26 32 36:2.08793:0.023228 1.0 0.16943 0.070594 0.315625 0.222111 0.251114 0.035828
3 7 13 16 20 24 28 36:2.630587:0.092913 0.738693 0.18438 0.258846 0.315625 0.353732 0.65057 0.035828
3 9 12 17 21 25 31 33:1.928671:0.092913 0.547739 0.204313 0.091511 0.055962 0.271469 0.291835 0.372929
1 7 13 17 20 23 30 36:2.753989:0.394881 0.738693 0.18438 0.091511 0.315625 0.666332 0.326739 0.035828
1 6 12 17 21 23 29 36:2.815318:0.394881 1.0 0.204313 0.091511 0.055962 0.666332 0.366491 0.035828
1 9 14 16 20 25 30 37:2.30734:0.394881 0.547739 0.16943 0.258846 0.315625 0.271469 0.326739 0.022611
4 7 13 18 22 25 31 33:2.003592:0.046457 0.738693 0.18438 0.070594 0.027235 0.271469 0.291835 0.372929
3 9 14 16 20 27 28 34:2.321302:0.092913 0.547739 0.16943 0.258846 0.315625 0.189205 0.65057 0.096974
4 7 15 18 20 26 32 34:1.891065:0.046457 0.738693 0.149497 0.070594 0.315625 0.222111 0.251114 0.096974
3 7 11 17 20 23 30 35:2.595823:0.092913 0.738693 0.303978 0.091511 0.315625 0.666332 0.326739 0.060032
5 7 12 16 20 26 30 34:2.186529:0.023228 0.738693 0.204313 0.258846 0.315625 0.222111 0.326739 0.096974
4 10 12 18 22 24 30 34:1.603431:0.046457 0.477387 0.204313 0.070594 0.027235 0.353732 0.326739 0.096974
1 7 14 17 20 23 28 36:3.06287:0.394881 0.738693 0.16943 0.091511 0.315625 0.666332 0.65057 0.035828
5 6 14 19 20 26 30 33:2.477125:0.023228 1.0 0.16943 0.047063 0.315625 0.222111 0.326739 0.372929
3 7 12 19 21 26 30 37:1.710405:0.092913 0.738693 0.204313 0.047063 0.055962 0.222111 0.326739 0.022611
4 10 14 16 20 27 31 33:2.121714:0.046457 0.477387 0.16943 0.258846 0.315625 0.189205 0.291835 0.372929
3 6 13 16 20 23 29 33:3.257516:0.092913 1.0 0.18438 0.258846 0.315625 0.666332 0.366491 0.372929
2 9 14 19 22 24 31 35:1.659664:0.162598 0.547739 0.16943 0.047063 0.027235 0.353732 0.291835 0.060032
4 8 12 16 20 26 28 35:2.386095:0.046457 0.628141 0.204313 0.258846 0.315625 0.222111 0.65057 0.060032
5 10 15 18 22 26 31 37:1.284498:0.023228 0.477387 0.149497 0.070594 0.027235 0.222111 0.291835 0.022611
2 10 15 19 22 24 32 37:1.491237:0.162598 0.477387 0.149497 0.047063 0.027235 0.353732 0.251114 0.022611
5 10 14 16 20 27 32 33:2.057764:0.023228 0.477387 0.16943 0.258846 0.315625 0.189205 0.251114 0.372929
5 10 15 19 20 26 32 35:1.546057:0.023228 0.477387 0.149497 0.047063 0.315625 0.222111 0.251114 0.060032
3 7 11 16 21 23 28 36:2.803122:0.092913 0.738693 0.303978 0.258846 0.055962 0.666332 0.65057 0.035828
2 8 11 17 21 24 28 37:2.269103:0.162598 0.628141 0.303978 0.091511 0.055962 0.353732 0.65057 0.022611
3 6 14 17 20 23 29 34:2.799276:0.092913 1.0 0.16943 0.091511 0.315625 0.666332 0.366491 0.096974
10 13 19 21 27 32 37:1.227722:0.477387 0.18438 0.047063 0.055962 0.189205 0.251114 0.022611
4 10 15 19 20 26 29 34:1.721605:0.046457 0.477387 0.149497 0.047063 0.315625 0.222111 0.366491 0.096974
5 7 14 19 21 27 31 33:1.888345:0.023228 0.738693 0.16943 0.047063 0.055962 0.189205 0.291835 0.372929
1 8 14 18 22 25 32 33:2.185793:0.394881 0.628141 0.16943 0.070594 0.027235 0.271469 0.251114 0.372929
3 7 12 17 20 23 29 35:2.53591:0.092913 0.738693 0.204313 0.091511 0.315625 0.666332 0.366491 0.060032
1 9 15 16 20 25 30 37:2.287407:0.394881 0.547739 0.149497 0.258846 0.315625 0.271469 0.326739 0.022611
4 7 14 17 22 26 29 37:1.684539:0.046457 0.738693 0.16943 0.091511 0.027235 0.222111 0.366491 0.022611
3 10 12 17 20 23 30 34:2.271794:0.092913 0.477387 0.204313 0.091511 0.315625 0.666332 0.326739 0.096974
4 8 13 16 20 26 29 37:2.044662:0.046457 0.628141 0.18438 0.258846 0.315625 0.222111 0.366491 0.022611
4 8 12 16 20 25 30 36:2.087418:0.046457 0.628141 0.204313 0.258846 0.315625 0.271469 0.326739 0.035828
3 8 15 16 21 25 29 36:1.859147:0.092913 0.628141 0.149497 0.258846 0.055962 0.271469 0.366491 0.035828
4 7 15 16 20 26 30 33:2.430897:0.046457 0.738693 0.149497 0.258846 0.315625 0.222111 0.326739 0.372929
4 9 13 17 21 25 31 36:1.525181:0.046457 0.547739 0.18438 0.091511 0.055962 0.271469 0.291835 0.035828
3 6 11 17 20 24 29 37:2.546861:0.092913 1.0 0.303978 0.091511 0.315625 0.353732 0.366491 0.022611
2 6 12 19 20 24 32 36:2.370273:0.162598 1.0 0.204313 0.047063 0.315625 0.353732 0.251114 0.035828
3 6 12 17 20 26 29 35:2.352996:0.092913 1.0 0.204313 0.091511 0.315625 0.222111 0.366491 0.060032
5 10 13 19 21 26 30 37:1.359481:0.023228 0.477387 0.18438 0.047063 0.055962 0.222111 0.326739 0.022611
4 6 14 16 20 26 30 35:2.39924:0.046457 1.0 0.16943 0.258846 0.315625 0.222111 0.326739 0.060032
1 9 15 19 21 24 35:1.608906:0.394881 0.547739 0.149497 0.047063 0.055962 0.353732 0.060032
4 9 14 16 20 27 32 33:2.151345:0.046457 0.547739 0.16943 0.258846 0.315625 0.189205 0.251114 0.372929
4 9 15 16 20 26 32 37:1.814:0.046457 0.547739 0.149497 0.258846 0.315625 0.222111 0.251114 0.022611
4 6 14 16 20 25 28 33:3.085326:0.046457 1.0 0.16943 0.258846 0.315625 0.271469 0.65057 0.372929
1 8 12 17 21 24 31 37:2.042986:0.394881 0.628141 0.204313 0.091511 0.055962 0.353732 0.291835 0.022611
2 6 14 17 20 23 29 34:2.868961:0.162598 1.0 0.16943 0.091511 0.315625 0.666332 0.366491 0.096974
4 6 12 16 20 25 29 34:2.560175:0.046457 1.0 0.204313 0.258846 0.315625 0.271469 0.366491 0.096974
4 9 14 16 20 26 29 34:2.023673:0.046457 0.547739 0.16943 0.258846 0.315625 0.222111 0.366491 0.096974
5 10 13 18 20 26 31 37:1.607771:0.023228 0.477387 0.18438 0.070594 0.315625 0.222111 0.291835 0.022611
5 10 13 19 22 27 30 36:1.311065:0.023228 0.477387 0.18438 0.047063 0.027235 0.189205 0.326739 0.035828
2 9 15 19 20 26 30 37:1.793983:0.162598 0.547739 0.149497 0.047063 0.315625 0.222111 0.326739 0.022611
5 8 14 19 21 25 29 36:1.597612:0.023228 0.628141 0.16943 0.047063 0.055962 0.271469 0.366491 0.035828
4 9 14 19 22 24 30 35:1.578427:0.046457 0.547739 0.16943 0.047063 0.027235 0.353732 0.326739 0.060032
3 8 12 16 20 23 28 33:3.189669:0.092913 0.628141 0.204313 0.258846 0.315625 0.666332 0.65057 0.372929
5 8 13 19 21 26 30 35:1.547656:0.023228 0.628141 0.18438 0.047063 0.055962 0.222111 0.326739 0.060032
5 10 12 16 20 26 30 35:1.888281:0.023228 0.477387 0.204313 0.258846 0.315625 0.222111 0.326739 0.060032
5 9 11 16 20 26 32 36:1.958469:0.023228 0.547739 0.303978 0.258846 0.315625 0.222111 0.251114 0.035828
5 6 11 17 20 26 28 33:2.979952:0.023228 1.0 0.303978 0.091511 0.315625 0.222111 0.65057 0.372929
4 10 15 19 22 25 32 35:1.330254:0.046457 0.477387 0.149497 0.047063 0.027235 0.271469 0.251114 0.060032
2 7 11 16 20 23 28 33:3.469571:0.162598 0.738693 0.303978 0.258846 0.315625 0.666332 0.65057 0.372929
3 7 12 16 20 24 28 36:2.65052:0.092913 0.738693 0.204313 0.258846 0.315625 0.353732 0.65057 0.035828
4 8 12 19 21 24 31 37:1.650114:0.046457 0.628141 0.204313 0.047063 0.055962 0.353732 0.291835 0.022611
4 10 12 18 22 25 30 33:1.797123:0.046457 0.477387 0.204313 0.070594 0.027235 0.271469 0.326739 0.372929
1 8 14 16 20 23 30 37:2.782605:0.394881 0.628141 0.16943 0.258846 0.315625 0.666332 0.326739 0.022611
2 9 15 16 20 25 32 34:2.053862:0.162598 0.547739 0.149497 0.258846 0.315625 0.271469 0.251114 0.096974
1 7 13 17 20 25 29 37:2.385661:0.394881 0.738693 0.18438 0.091511 0.315625 0.271469 0.366491 0.022611
3 7 13 16 20 25 28 34:2.60947:0.092913 0.738693 0.18438 0.258846 0.315625 0.271469 0.65057 0.096974
4 7 13 18 22 27 31 35:1.608431:0.046457 0.738693 0.18438 0.070594 0.027235 0.189205 0.291835 0.060032
4 8 13 18 20 25 28 35:2.227268:0.046457 0.628141 0.18438 0.070594 0.315625 0.271469 0.65057 0.060032
5 10 14 18 22 27 31 36:1.284742:0.023228 0.477387 0.16943 0.070594 0.027235 0.189205 0.291835 0.035828
4 10 15 16 20 27 31 33:2.101781:0.046457 0.477387 0.149497 0.258846 0.315625 0.189205 0.291835 0.372929
2 7 12 18 21 23 30 34:2.322205:0.162598 0.738693 0.204313 0.070594 0.055962 0.666332 0.326739 0.096974
5 10 15 18 20 26 31 35:1.610309:0.023228 0.477387 0.149497 0.070594 0.315625 0.222111 0.291835 0.060032
3 6 12 17 20 24 29 34:2.521559:0.092913 1.0 0.204313 0.091511 0.315625 0.353732 0.366491 0.096974
1 10 15 19 20 24 32 35:2.049331:0.394881 0.477387 0.149497 0.047063 0.315625 0.353732 0.251114 0.060032
5 10 15 18 20 27 31 33:1.8903:0.023228 0.477387 0.149497 0.070594 0.315625 0.189205 0.291835 0.372929
1 9 12 17 21 24 32 35:1.959284:0.394881 0.547739 0.204313 0.091511 0.055962 0.353732 0.251114 0.060032
5 8 15 18 22 26 31 34:1.509615:0.023228 0.628141 0.149497 0.070594 0.027235 0.222111 0.291835 0.096974
5 10 13 19 22 26 32 37:1.255129:0.023228 0.477387 0.18438 0.047063 0.027235 0.222111 0.251114 0.022611
4 8 12 19 21 24 31 36:1.663331:0.046457 0.628141 0.204313 0.047063 0.055962 0.353732 0.291835 0.035828
4 9 13 18 21 25 29 36:1.57892:0.046457 0.547739 0.18438 0.070594 0.055962 0.271469 0.366491 0.035828
4 6 14 17 20 25 29 37:2.283594:0.046457 1.0 0.16943 0.091511 0.315625 0.271469 0.366491 0.022611
4 8 12 16 20 26 32 34:2.023581:0.046457 0.628141 0.204313 0.258846 0.315625 0.222111 0.251114 0.096974
1 10 12 18 22 23 31 37:2.155188:0.394881 0.477387 0.204313 0.070594 0.027235 0.666332 0.291835 0.022611
3 10 15 16 20 27 30 37:1.832823:0.092913 0.477387 0.149497 0.258846 0.315625 0.189205 0.326739 0.022611
5 8 11 16 20 26 28 33:2.775428:0.023228 0.628141 0.303978 0.258846 0.315625 0.222111 0.65057 0.372929
5 9 12 18 22 27 29 37:1.451416:0.023228 0.547739 0.204313 0.070594 0.027235 0.189205 0.366491 0.022611
2 7 12 16 20 24 28 36:2.720205:0.162598 0.738693 0.204313 0.258846 0.315625 0.353732 0.65057 0.035828
2 6 14 18 20 23 31 33:3.049343:0.162598 1.0 0.16943 0.070594 0.315625 0.666332 0.291835 0.372929
1 7 14 16 20 24 31 33:2.895971:0.394881 0.738693 0.16943 0.258846 0.315625 0.353732 0.291835 0.372929
3 10 11 19 20 24 31 36:1.918361:0.092913 0.477387 0.303978 0.047063 0.315625 0.353732 0.291835 0.035828
4 10 13 19 22 25 31 37:1.368437:0.046457 0.477387 0.18438 0.047063 0.027235 0.271469 0.291835 0.022611
1 8 14 18 20 24 32 33:2.556446:0.394881 0.628141 0.16943 0.070594 0.315625 0.353732 0.251114 0.372929
